event_id,year,quarter,date_iso,ordering,title_da,title_en,text_da,text_en,bookmark_title_da,bookmark_title_en,legacy_slug,year_heading_da,year_heading_en,source_id
T0744,1856,3,1856-09-00,17,September,September,<p>Får nu friplads i Det kgl. Teater alle ugens dage (før havde HCA haft friplads 4 af ugens dage.</p>,<p>Is now granted free admittance to the Royal Theatre every day of the week (had until then had free admittance 4 days a week).</p>,,,,Operaen <em>Liden Kirsten</em> i Weimar,The Opera Liden Kirsten in Weimar,744
T0745,1856,4,1856-10-23,18,,,<p>Besøger Ingemanns på vej til barnedåb på Holsteinborg. HCA fadder til Christian Holstein. Er her sammen med A.N. de Saint-Aubin (forfatteren Carl Bernhard). Tilbage til København 1. november.</p>,"<p>Visits the Ingemanns on his way to a christening at Holsteinborg. HCA is the godfather of Christian Holstein. Whilst there, spends time with A.N. de Saint-Aubin (the writer Carl Bernhard). Returns to Copenhagen on 1st November.</p>",,,,Operaen <em>Liden Kirsten</em> i Weimar,The Opera Liden Kirsten in Weimar,745
T0746,1856,4,1856-11-18,19,,,"<p>Til middag hos fru Tutein (datter af Giuseppe Siboni) sammen med Gade, Clara Schumann og Jerichaus (antagelig i forbindelse med koncerter af Clara Schumann i København).</p>","<p>Dines at the home of Mrs Tutein (daughter of Giuseppe Siboni) along with Gade, Clara Schumann and the Jerichaus (presumably due to Clara Schumann performing at concerts in Copenhagen).</p>",,,,Operaen <em>Liden Kirsten</em> i Weimar,The Opera Liden Kirsten in Weimar,746
T0747,1856,4,1856-12-23,20,,,"<p>Overnatter hos Ingemanns på vej til Basnæs, hvor han ankommer d. 24., men i øvrigt er syg i julen.<br> <br> </p>","<p>Overnights at the Ingemanns' on the way to Basnæs Estate, where he arrives on 24th, but is otherwise ill during Christmas.</p>",,,,Operaen <em>Liden Kirsten</em> i Weimar,The Opera Liden Kirsten in Weimar,747
T0748,1857,,1857-00-00,1,Dette år,In this year,"<p>Udkommer en samlet udgave af <em>Historier</em> med Vilh. Pedersens illustrationer (lidt forøget i forhold til den danske fra foråret 1855) på tysk hos Lorcks efterfølger L. Wiedemann i Leipzig. Det er en videreførelse af Lorcks initiativ med eventyrene fra 1848, selv om historierne nåede at komme på dansk to år før den tyske udgave.</p>","<p>Release of a collected edition in German of <em>Historier (Stories)</em> including the illustrations by Vilh. Pedersen (slightly expanded version compared to the Danish one from spring 1855). This edition is published by Lorck's successor, L. Wiedeman from Leipzig. This is a realisation of Lorck's original initiative regarding the tales from 1848, although the stories were actually published in Danish, two years before the German edition.</p>",At være eller ikke være,At være eller ikke være (To Be or Not To Be),roman,Anden Englands-rejse,The Second Journey to England,748
T0749,1857,1,1857-01-03,2,,,<p>Tilbage fra Basnæs til København.</p>,<p>Returns to Copenhagen from Basnæs Estate.</p>,,,,Anden Englands-rejse,The Second Journey to England,749
T0750,1857,1,1857-01-04,3,,,"<p>Georg Carstensen, Tivolis og Casino-teatrets grundlægger, dør i yderste fattigdom.</p>","<p>Death of Georg Carstensen, the founder of Tivoli Gardens and the Casino Theatre. At the time of his death, Carstensen lives in the utmost of poverty.</p>",,,,Anden Englands-rejse,The Second Journey to England,750
T0751,1857,2,1857-05-08,4,,,<p>Sammen med bl.a. Grundtvig ved en middag hos politikeren C.C. Hall.</p>,"<p>HCA attends a dinner party given by the politician C.C. Hall. Amongst the guests is Grundtvig, a Danish priest, poet, writer and historian. As instigator of the movement for enlightenment by the people, which led to establishment of the Danish folk high-schools, Grundtvig is a significant figure in Danish history.</p>",,,,Anden Englands-rejse,The Second Journey to England,751
T0752,1857,2,1857-05-17,5,17. - 20. maj,17th - 20th May,"<p>Hos enkedronningen på Sorgenfri Slot, hvor han læser højt af sin nye roman, hvis slutning rører dronningen til tårer.</p>","<p>Visits the queen dowager at Sorgenfri Castle, where he reads aloud from his new novel. The queen is moved to tears by the ending.</p>",,,,Anden Englands-rejse,The Second Journey to England,752
T0753,1857,2,1857-05-20,6,,,"<p>Udkommer <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=405"">At være eller ikke være</a>.</em> Samtidig udgivelse på engelsk og tysk. Det er en dannelsesroman og en religiøs debatroman, der tager fat på den stigende materialisme (den filosofiske materialisme) i tiden og sætter den livsanskuelsesmæssige krise i forbindelse med den nationale krise (treårskrigen).</p>","<p>Release of <em>At være eller ikke at være (To Be or Not To Be).</em> The novel is released in English and German at the same time. It is a 'Bildungsroman' (novel depicting personal development) and a religious novel of debate, dealing with the intensifying materialism (the philosophical materialism) of the day. The novel also relates the crisis concerning the philosophy of life to the national crisis (the three year war).</p>",,,,Anden Englands-rejse,The Second Journey to England,753
T0754,1857,2,1857-05-30,7,,,"<p>Afrejse fra København for efter indbydelse at besøge Dickens. 1 dag i Sorø, 3 dage på Basnæs, derefter over Korsør til Kiel, herfra til Altona, Harburg, Uelzen, Hannover, Hamm, Köln, Aachen, Bruxelles, Calais, Dover, ankommer d. 11. til London og tager straks videre til Dickens' landsted, Gad's Hill ved Higham.</p>","<p>Departure from Copenhagen for the purpose of visiting Dickens, who has invited him to stay. 1 day at Sorø Academy, 3 at Basnæs Estate, then via Korsør to Kiel. From there to Altona, Harburg, Uelzen, Hannover, Hamn, Cologne, Aachen, Brussels, Calais and Dover, arriving on 11th in London. Goes immediately to Dicken's country home, Gads Hill at Higham.</p>",På besøg hos Dickens,Visiting Dickens,rejse,Anden Englands-rejse,The Second Journey to England,754
T0755,1857,2,1857-06-11,8,11. juni - 15. juli,11th June - 15 July,"<p>Gæst hos Dickens, dels på Gad's Hill, dels i Tavistock House i London. Er i Chrystal Palace og hører Händels <em>Messias.</em> Har megen kontakt med forlæggeren Bentley og dennes familie og bor af og til enkelte døgn hos dem i St. John's Wood. Mærker klart, at hans langvarige ophold ikke er populært hos de øvrige medlemmer af Dickens' familie, især ikke hos børnene. Lærer sig efterhånden at tale og læse noget engelsk.</p>","<p>Staying with Dickens, partly at Gad's Hill, partly at Tavistock House in London. Hears Händel's <em>Messias</em> at Chrystal Palace. Spends quite some time with the publisher Bentley and his family, occasionally staying a day or two with them at St. John's Wood. Is very aware that his lengthy stay is not appreciated by the other members of Dicken's family, especially the children. Learns, by and by, to speak and read a certain amount of English <em>.</em></p>",,,,Anden Englands-rejse,The Second Journey to England,755
T0756,1857,3,1857-07-05,9,,,"<p>Første dagbogsomtale af Anna Bjerring, en på dette tidspunkt 25-årig lærerinde fra Ålborg. Under denne dato noterer HCA, at han har modtaget brev fra ""Anna i Aalborg"", en formulering, der forudsætter en allerede etableret bekendthed eller ligefrem fortrolighed med hende, hvad der også fremgår af det faktum, at hun skriver til ham under hans ophold i England [første almanakindførsel af hendes navn er fra 1858, en fødselsdagshilsen til ham fra ""Anna i Aalborg""]. Der består fra denne tid en livslang korrespondance mellem disse to, og de har flere personlige møder. Der er ingen tvivl om, at hun har været forelsket i HCA og har gjort, hvad hun kunne for at få ham. Ved sin død (1902), tager hun HCA.s breve til hende med sig i graven!</p>","<p>First mention in the diary of Anna Bjerring, a 25-year old teacher from Ålborg, a town in the north of Denmark. On this day, HCA notes that he has received a letter from ""Anna in Aalborg"". This wording implies that they were already acquainted or had an even greater degree of familiarity, which indeed seems likely in light of her writing to him during his stay in England. (The first mention of her in the almanac is from 1858, a birthday greeting to him from ""Anna in Aalborg""). From this time on, a life-long correspondence develops and they meet in person on several occasions. There is no doubt that she had strong feelings for HCA and did what she could to get him. At her death (1902) she took the letters from him with her in the grave!</p>",,,,Anden Englands-rejse,The Second Journey to England,756
T0757,1857,3,1857-07-15,10,,,"<p>Kører til Maidstone, hvor han tager afsked med Dickens. Med skib til Frankrig fra Folkestone. Over Boulogne og Amiens til Paris. Er d. 17.-21. i Paris, hvor opholdet forbitres for ham ved læsning af dårlige kritikker af romanen. Videre over Strassbourg (ser her domkirken:</p> <blockquote>""en Eenhed, som den der er i ethvert Naturens Værk, man troer det er skabt af Naturen selv"",<br> (dagbogen af 22. juli),</blockquote> <p>over Mannheim, Frankfurt, Guntershausen til Leipzig (ankomst d. 25.). Besøger forlæggerne Lorck og Wiedemann og tager næste dag videre til Dresden, hvor han modtages af Serres.</p>","<p>Drives to Maidstone, where he takes leave of Dickens. By ship to France from Folkestone. Via Boulogne and Amiens to Paris. Is in Paris from 17th - 21st. The stay here is embittered by his reading negative reviews of the novel. Continues via Strasbourg, where in the cathedral he sees:</p> <blockquote> <p>""a unity, like that which is present in every work of nature. One would think it had been created by nature itself"", (the diary, 22nd July).</p> </blockquote> <p>Then on through Mannheim, Frankfurt and Guntershausen to Leipzig (arriving 25th). Visits the publishers Lorck and Wiedemann and continues on the next day to Dresden, where he is met by the Serres.</p>",,,,Anden Englands-rejse,The Second Journey to England,757
T0758,1857,3,1857-07-27,11,,,"<p>Med Serres fra Dresden til pianisten og komponisten Adolf Henselts gods Gersdorff i Schlesien. Fru Henselt har HCAs portræt hængende i soveværelset. Under opholdet tegner pastor Robert Matthäi (29. juli) HCA læsende ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=16"">Den lille Havfrue</a>"" på Gersdorf.</p>","<p>Goes with the Serres from Dresden to see the estate of the pianist and composer Adolf Henselt in Schlesien. Mrs Henselt has a portrait of HCA hanging in the bedroom. During the stay here, Pastor Robert Matthäi draws (29th July) HCA reading ""The Little Mermaid"" at Gersdorf.</p>",,,,Anden Englands-rejse,The Second Journey to England,758
T0759,1857,3,1857-07-30,12,,,"<p>Med Serres tilbage til Dresden. Bor frem til 31. august det meste af tiden på Maxen, men med korte ophold indimellem i Serres hus i Dresden.</p>","<p>Back to Dresden with the Serrres. Is mainly at Maxen until 31st August, but in between he also stays in Dresden with the Serres..</p>",Mødet med Clara Heinke,Meets Clara Heinke,moede,Anden Englands-rejse,The Second Journey to England,759
T0760,1857,3,1857-08-11,13,,,"<p>Første møde med malerinden Clara Heinke, som HCA havde korresponderet med gennem 4 år. Hun har pr. brev opfordret ham til et møde i Dresden (hun har sin tante med som anstandsdame). HCA synes, hun ser noget jødisk ud. Er sammen med hende de følgende to dage og noterer d. 13.:</p> <blockquote>""Blev drillet af alle Damerne [...] at jeg havde i Dag viist mig saa særdeles elskværdig for den unge Dame. Clara Heinke synes en klog Pige, hun var meget hjertelig mod mig"".</blockquote>","<p>First meeting with the painter Clara Heinke, who HCA had corresponded with during the past 4 years. In a letter she suggests a meeting in Dresden (during which her aunt acts as chaperone). HCA feels that she looks somewhat Jewish. Spends some time with her during the next few days and notes on 13th:</p> <blockquote> <p>""All the ladies teased me [...] for having been so charming towards the young lady today. Clara Heinke seems to be an intelligent girl. She was very cordial towards me"".</p> </blockquote>",,,,Anden Englands-rejse,The Second Journey to England,760
T0761,1857,3,1857-09-01,14,1. - 6. september,1st - 6th September,"<p>I Weimar, hvor han sammen med storhertugen deltager i festlighederne ved afsløringen af statuerne af Goethe og Schiller (synes, Schiller ligner ham selv). Træffer Liszt og er til en koncert med orkestermusik af Liszt</p> <blockquote>""det var vildt, melodiøst og uklart. Nogle Gange slog man med Bekner, da jeg først hørte det, troede jeg at en Tallerken faldt ned, jeg gik træt hjem; det var en Satans Musik"",<br> (dagbogen d. 5.).</blockquote>","<p>In Weimar, where he joins the grand duke in celebrating the unveiling of the statues of Goethe and Schiller (feels he and Schiller look alike). Meets Liszt and attends a concert with orchestral music by Liszt;</p> <blockquote> <p>""...it was wild, melodious and unclear. Sometimes symbols were sounded. When I first heard it I thought a plate had been dropped. I went home weary; it was that damned music"", (the diary, 5th).</p> </blockquote>",,,,Anden Englands-rejse,The Second Journey to England,761
T0762,1857,3,1857-09-06,15,,,"<p>Rejser hjem over Kassel, Hannover, Hamborg, med dampskibet Eideren fra Kiel til Korsør, og på grund af sygdom ikke til Sorø, men direkte til København.</p>","<p>Travels home via Kassel, Hannover and Hamburg. Takes the steamship Eideren from Kiel to Korsør. Goes straight to Copenhagen, rather than stopping at Sorø, due to illness.</p>",,,,Anden Englands-rejse,The Second Journey to England,762
T0763,1857,3,1857-09-14,16,,,"<p>På grund af kolera i byen forlader HCA igen København og tager til Roskilde, hvor han bor hos domprovst Ortwed. Videre til Ingemanns i Sorø d. 17. Besøg her af digteren Fr. Paludan-Müller og hans kone (Paludan-Müller er HCAs gamle studenterkammerat). D. 26. videre over Slagelse, hvor han afhentes af fru Scavenius og hendes børn, og til Basnæs. Syg her det meste af tiden. Heftig diskussion om religion med fru Scavenius.</p>","<p>Due to another outbreak of cholera in the city, HCA leaves Copenhagen again. Goes to Roskilde, where he stays with Dean Ortved. Continues to the Ingemanns in Sorø on 17th. Receives a visit here from the poet Fr. Paludan-Müller and his wife. Paludan-Müller is an old school-friend of HCA. Continues on 26th to Slagelse, where he is met by Mrs Scavenius and her children and taken to Basnæs Estate. Is sick most of the time spent here. Has a heated discussion about religion with Mrs Scavenius.</p>",,,,Anden Englands-rejse,The Second Journey to England,763
T0764,1857,4,1857-10-19,17,,,<p>Tilbage til København.</p>,<p>Returns to Copenhagen.</p>,,,,Anden Englands-rejse,The Second Journey to England,764
T0765,1857,4,1857-12-04,18,,,"<p>Gaslygterne tændes for første gang i København. I historien ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=175"">Gudfaders Billedbog</a>"" fra 1868, der er en billedrække fra Københavns historie fra mørke til oplyste tider - både i bogstavelig og åndelig forstand - benyttes overgangen fra tranbelysning til gaslygter som bekræftelsen på, at en oplyst og human tidsalder er oprunden.</p>","<p>The gas lighting is turned on for the first time in Copenhagen. The story ""Gudfaders Billdedbog"" (Godfather's Picture Book) is a series of depictions from the history of Copenhagen, from darkness to enlightened times - both literally and ideologically. The book describes the transition from the use of oil to gas for street-lighting as confirmation that a new age of enlightenment and humanity had begun.</p>",,,,Anden Englands-rejse,The Second Journey to England,765
T0766,1857,4,1857-12-05,19,,,<p>Åbningsforestilling på det ombyggede Kgl. Teater med prolog af HCA.</p>,<p>Opening performance at the rebuilt Royal Theatre with a prologue by HCA.</p>,,,,Anden Englands-rejse,The Second Journey to England,766
T0767,1857,4,1857-12-18,20,,,"<p>Til Sorø, derfra d. 20. videre til Basnæs.</p>","<p>Travels to Sorø, continuing on 20th to Basnæs Estate.</p>",,,,Anden Englands-rejse,The Second Journey to England,767
T0768,1857,4,1857-12-31,21,Pr. 31. december,,"<p>HCAs formue opgjort til 6.462 rdl. (heraf de 5.000 i ""fast"" formue bestående bl.a. af 2.500 udlånt til Edvard Collin til 4% rente, resten i disponibel formue).<br> <br> </p>","<p>HCA's assets amount to 6,462 rdl. (of which 5,000 are ""solid"" assets, consisting e.g. of 2,500 on loan to Edvard Collin at 4% interest, the rest being available assets).</p>",,,,Anden Englands-rejse,The Second Journey to England,768
T0769,1858,,1858-00-00,1,Dette år,In this year,"<p>Udkommer 1. udgave af Gustave Vapereau's <em>Dictionnaire universel des contemporains</em> (Paris, London, Leipzig) med en artikel om HCA,</p> <blockquote>""célèbre poëte et romancier danois"" (""berømt dansk digter og romanforfatter""). I slutningen af artiklen hedder det om HCA: ""On s'est plu à retrouver, dans M. Andersen, avec un esprit qui rappelle un peu Voltaire par l'ironie fine et déguisée, le sentiment et la rêverie des peuples du Nord, et une richesse d'imagination vraiment orientale; ce mélange de qualités diverses a contribué à faire de lui un des poëtes les plus originaux du XIXe siècle""</blockquote> <p>(""Man har glædet sig over hos hr. Andersen - ved siden af en åndsform, der med sin fine og tilslørede ironi minder lidt om Voltaire - at genkende de nordiske folks følelse og drømmeri, sammen med en i sandhed orientalsk rigdom i fantasien; denne blanding af forskellige egenskaber har bidraget til at gøre ham til en af de mest originale digtere i det 19. århundrede"").</p>","<p>Release of the 1st edition of Gustave Vapereau's <em>Dictionnaire universelle des contemporains (Universal Dictionary of Contemporaries)</em> (Paris, London, Leipzig). The work includes an article on HCA,</p> <blockquote> <p>""célèbre poëte et romancier danois"" (""famed Danish poet and novelist""). Towards the end of the article, HCA is described in the following terms: "" On s'est plu à retrouver, dans M. Andersen, avec un esprit qui rappelle un peu Voltaire par l'ironie fine et déguisée, le sentiment et la rêverie des peuples du Nord, et une richesse d'imagination vraiment orientale; ce mélange de qualités diverses a contribué à faire de lui un des poëtes les plus originaux du XIXe siècle""</p> </blockquote> <p>(""Mr Andersen is pleasing in that he - aside from possessing an intellectual make-up marked by such fine, opaque irony, a little like that of Voltaire - brings to us the sentiment and vision of the Nordic people, but also a truly oriental richness of fantasy; this mixture of different qualities has contributed towards his becoming one of the most original writers of the 19th century"").</p>",Eventyr,Fairy-tales,eventyr,Kontakt med Arbejderforeningen,Contact with the Workers' Association,769
T0770,1858,,1858-00-00,2,Dette år,In this year,<p>Udkommer en samlet udgave af eventyrene på hollandsk: <em>Verzamelde vertellingen en sproken</em> oversat af C. de Jong (Utrecht).</p>,<p>A collected edition of the fairy-tales is released in Dutch: <em>Verzamelde vertellingen en sproken</em> translated by C. de Jong (Utrecht).</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,770
T0771,1858,,1858-00-00,3,Dette år,In this year,<p>Udkommer en samling af HCAs eventyr på ungarsk (Pest).</p>,<p>A collection of HCA's fairy-tales is released in Hungarian (Pest).</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,771
T0772,1858,1,1858-01-02,4,,,<p>Tilbage fra Basnæs til København.</p>,<p>Returns from Basnæs Estate to Copenhagen.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,772
T0773,1858,1,1858-01-30,5,,,"<p>Læser højt i Studenterforeningen for ""et særdeles stort Auditorium"".</p>","<p>Reads aloud for the Students' Association for ""a particularly large auditorium"".</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,773
T0774,1858,1,1858-03-02,6,,,"<p>Udkommer <em>Nye Eventyr og Historier</em> (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=126"">Suppe paa en Pølsepind</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=125"">Flaskehalsen</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=127"">Pebersvendens Nathue</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=128"">Noget</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=129"">Det gamle Egetræes sidste Drøm</a>"", ""Abc-Bogen""). Udsolgt allerede d. 12. marts. Samlingen opnåede 4 oplag frem til 1865.</p>","<p>Release of <em>Nye Eventyr og Historier (New Tales and Stories)</em>, including ""Suppe paa en Pølsepind"" (Soup on a Sausage Stick), ""Flaskehalsen"" (The Bottle Neck), ""Pebersvendens Nathue"" (The Nightcap of the Peversvend), ""Noget"" (Something), ""Det gamle Egetræes sidste Drøm"" (The Old Oak Tree's last Dream) and ""Abc-bogen"" (The A-B-C Book). This book already sold out on 12th March. 4 editions had been released by 1865.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,774
T0775,1858,1,1858-03-30,7,,,<p>For første gang til taffel hos Frederik VII.</p>,<p>Is summoned to dine at court with King Frederik VII for the first time.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,775
T0776,1858,1,1858-03-31,8,,,<p>Tildelt dannebrogsmændenes hæderstegn (sølvkors).</p>,<p>Is bestowed with the honorary Silver Cross from the order; Men of the Dannebrog.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,776
T0777,1858,2,1858-04-10,9,,,"<p>Læser ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=131"">Dynd-Kongens Datter</a>"" for Fr. Paludan-Müller.</p>","<p>Reads ""Dynd-Kongens Datter"" (The Marsh King's Daughter) aloud for Fr. Paludan-Müller.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,777
T0778,1858,2,1858-04-30,10,30. april - 1. maj,30th April - 1st May,"<p>På Frederiksborg, først til taffel, læser højt om aftenen, næste dag lang samtale med grevinde Danner (""som var meget naadig og høist elskværdig"", dagbogen).</p>","<p>At Frederiksborg Castle, first to dine, then reads aloud in the evening. Has a long conversation on the next day with Countess Danner (""who was very gracious and extremely charming"", the diary).</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,778
T0779,1858,2,1858-05-15,11,,,"<p>Udkommer <em>Nye Eventyr og Historier. Anden Samling</em> (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=131"">Dynd-Kongens Datter</a>"",""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=132"">Hurtigløberne</a>"",""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=124"">Klokkedybet</a>"").</p>","<p>Release of <em>Nye Eventyr og Historier. Anden Samling (New Tales and Stories. Second Installment)</em>, including ""Dynd-Kongens Datter"" (The Marsh King's Daughter), ""Hurtigløberne"" (The Racers) and ""Klokkedybet"" (The Bell Deep).</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,779
T0780,1858,2,1858-05-16,12,,,<p>Rejser til Sorø. Videre til Basnæs d. 18. Antagelig tilbage igen i København o. d. 28. maj.</p>,<p>Travels to Sorø. Continues to Basnæs Estate on 18th. Presumably back in Copenhagen approx. 28th May.</p>,Til Tyskland og Schweiz,To Germany and Switzerland,rejse,Kontakt med Arbejderforeningen,Contact with the Workers' Association,780
T0781,1858,2,1858-06-15,13,,,"<p>Rejser til Sorø. Videre derfra sammen med Harald Drewsen (yngre bror til Viggo og Einar, søn af Adolph Drewsen og Ingeborg Collin) med dampskibet Diana fra Korsør til Flensborg. Videre over Altona/Hamburg, Hannover, Kassel, Guntershausen, Frankfurt, Heidelberg, Freiburg, Basel, Luzern, Brunnen (ankomst d. 27. juni, herfra udflugt til Andermatt og Hospenthal), videre d. 3. juli over Lachen, Glarus, over Wallenstädter-søen til Ragaz, videre efter bjergudflugt d. 6. juli til Zürich, Schaffhausen, Konstanz, Lindau, Augsburg til München (ankomst d. 11. juli), videre d. 16. til Nürnberg, Bamberg, Plauen, Leipzig (opsøger her forlæggerne Wiedemann og Lorck), Dresden (ankomst d. 20.).</p>","<p>Travels to Sorø. Continues from there with Harald Drewsen (the younger brother of Viggo and Einar, son of Adolph Drewsen and Ingeborg Collin) aboard the steamship 'Diana' from Korsør to Flensburg. On through Altona/Hamburg, Hannover, Kassel, Guntershausen, Frankfurt, Heidelberg, Freiburg, Basel, Luzern to Brunnen (arriving 27th June, going on outings from here to Andermatt and Hospenthal). Continues on 3rd July via Lachen, Glarus, across Lake Wallenstädter to Ragaz. After a mountain climbing trip on 6th July they continue to Zürich, Schaffhausen, Konstanz, Lindau, Augsburg and Munich (arriving 11th July). On the 16th, on to Nuremberg, Bamberg, Plauen and Leipzig (where he meets with the publishers Wiedemann and Lorck). Arrives in Dresden on 20th.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,781
T0782,1858,3,1858-07-22,14,22. juli - 5. august,22nd July - 5th August,<p>Ophold på Maxen.</p>,<p>Staying at Maxen.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,782
T0783,1858,3,1858-07-25,15,,,<p>Kommer Clara Heinke bevæbnet med to anstandsdamer (en søster og en tante) på et par dages besøg på Maxen.</p>,"<p>Clara Heinke arrives at Maxen, armed with two chaperones (a sister and an aunt), to visit for a day or two.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,783
T0784,1858,3,1858-08-05,16,5. - 19. august,5th - 19th August,<p>Igen inde i Dresden.</p>,<p>In Dresden once again.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,784
T0785,1858,3,1858-08-19,17,,,"<p>Rejser videre over Leipzig, Braunschweig, Altona, Flensborg og Svendborg tilbage til Glorup. På denne turistrejse har HCA utallige gange mødt mennesker, der enten sad og læste i bøger af ham eller omtalte ham (uden at vide, hvem de havde for sig). Til gengæld var han stærkt irriteret over Harald Drewsens væsen og fortrød at have taget ham med. På sidste del af turen plaget af bylder som flere gange tidligere i disse år.</p>","<p>Continues the journey, travelling via Leipzig, Braunschweig, Altona, Flensborg and Svendborg back to Glorup Estate. In the course of this tourist trip, HCA very often came across persons who either sat reading in books by him or who spoke of him, without knowing who it was in front of them. As far as Harald Drewsen is concerned, however, he was greatly annoyed by his character and regretted having brought him along. On the final part of this journey HCA suffers from boils, as on several earlier occasions during these years.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,785
T0786,1858,3,1858-08-23,18,23. - 28. august,23rd - 28th August,<p>På Glorup.</p>,<p>At Glorup Estate.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,786
T0787,1858,3,1858-08-29,19,,,"<p>Tilbage i København, hvor han først flytter ind på hotel Phønix og så dagen efter i sine værelser i Nyhavn.</p>","<p>Back in Copenhagen, where he stays at Hotel Phønix, then goes to his rooms in Nyhavn on the following day.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,787
T0788,1858,3,1858-09-10,20,,,<p>Som indbudt til stede ved afsløringen af monumentet for Fr. VI i Frederiksberg Have.</p>,"<p>As an invited guest, sees the unveiling of the monument for King Frederik VI in Frederiksberg Have (a park).</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,788
T0789,1858,3,1858-09-13,21,,,"<p>HCAs gamle veninde Jette Wulff dør som passager på atlantdamperen Austria, da skibet bryder i brand. HCA har noteret dødsfaldet i almanakken ud for denne dato, men det må være en senere tilføjelse, da han så sent som d. 24. skriver et brev til hende. Noterer i almanakken, at han har læst beretningen om ulykken i Flyveposten d. 7. oktober. Først da er han klar over - efter at mere kortfattede meddelelser havde været at læse i andre dagblade de foregående dage - at det drejer sig om det skib, hvor Jette er om bord.</p>","<p>HCA's long-standing friend Jette Wulff dies aboard the Atlantic steamer 'Austria', when a fire breaks out on the ship. HCA has made a note of the date in the almanac, but it must be an added entry, made at a later date, as he writes a letter to her as late as the 24th. In the almanac he writes that he has read a notice regarding the accident in the paper Flyveposten on 7th October. Not until then is he aware - after having read less detailed notices in other newspapers on the previous days - that the fire was on the very ship that Jette had been aboard.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,789
T0790,1858,3,1858-09-20,22,,,<p>Tager til Basnæs med en enkelt overnatning i Sorø.</p>,<p>Goes to Basnæs Estate. Overnights in Sorø on the way.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,790
T0791,1858,3,1858-09-27,23,,,<p>Igen tilbage i København.</p>,<p>Returns to Copenhagen.</p>,,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,791
T0792,1858,4,1858-10-22,24,,,<p>HCAs mindedigt over Jette Wulff trykkes i Dagbladet.</p>,<p>HCA's commemorative poem for Jette Wulff is printed in the newspaper Dagbladet.</p>,Oplæsning i arbejderforeningen,Reads aloud at the Workers' Association,laese,Kontakt med Arbejderforeningen,Contact with the Workers' Association,792
T0793,1858,4,1858-10-29,25,,,"<p><em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=622"">Liden Kirsten</a></em> Genoptages efter flere års pause, nu i nyindstudering og med ny rollebesætning. HCA noterer sig stigende tilskuertal og bifald ved opførelserne.</p>","<p>After many years of absence, the play <em>Liden Kirsten (Little Kirsten)</em> is taken up again, now newly rehearsed and with a new cast. HCA notes an increase in audience size and applause at the performances.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,793
