entity_id,label,lang,method,confidence
Reg002978,"Sein Hut, 
se: Ein Hut.",de,detector_cue,0.36
Reg000931,Die seltsame Ehen (Albin von Meddlhammer),de,detector,0.81
Reg002990,Sie ist verheiratet (Friedrich Kaiser),de,detector,0.763
Reg001113,En Sjæl efter Døden (J. L. Heiberg),da,detector,0.845
Reg000752,"Den skjønneste Qvinde, 
se: Den deiligste Qvinde",da,detector,0.94
Reg003037,Slavinden (Cora ou l'esclavage) (Jules Barbier ved Erik Bøgh),fr,detector_cue,0.2
Reg003040,Slouet i Poitou (Mademoiselle de la Seiglière) (Jules Sandeau)- Se ogsaa: Mejonkvrouw de La Seiglière,nl,detector,0.901
Reg000808,Der Soldat ganz allein (I. F. Castelli),de,detector,0.696
Reg003068,"Sourde-oreille (6.5.1843, Théâtre Comte, Paris)",fr,detector,0.701
Reg003093,Staberls Reise durch die Luft (A. Bäuerle),de,detector,0.784
Reg003104,Stevnemødet i Ermelunden (Efter Dumanoirs »Les femmes terribles« af Erik Bøgh),da,detector,0.778
Reg003112,Stormen (W. Shakespeare)- Se ogsaa: The Tempest,en,detector_cue,0.224
Reg002006,"La Suite du Michel et Christine, 
se: Le Retour",fr,detector_cue,0.498
Reg003147,Swenska Sprätthöken (Karl Gyllenborg),sv,detector,0.956
Reg003173,Søstrene paa Kinnekullen (C. Hauch),da,detector,0.777
Reg001031,Ein Tag Carl Stuart des Zweiten (J. B. Zahlhas),de,detector_cue,0.505
Reg003188,"Tanto vales cuanto tienes (Ángel de Saavedra, Hertug af Rivas)",es,detector,0.813
Reg000609,Das Taschenbuch (A. von Kotzebue),de,detector,0.784
Reg003382,Une Tasse du thé (Charles Nuitter og Joseph Derley),fr,detector_cue,0.464
Reg003229,The Tempest (W. Shakespeare)- Se ogsaa: Stormen,en,detector_cue,0.224
Reg003244,Théâtre complet (Alfred de Vigny),fr,detector,0.726
Reg000653,"De to Armringe (= Landet fundet og forsvundet, 1. Akt) (A. Oehlenschlæger)",da,detector,0.813
Reg003287,To Tidsaldre eller Prindsessen i den sovende Skov (Octave Feuillet),da,detector,0.798
Reg003304,Touboulic-le-Cruel (A. Decomberousse),fr,detector_cue,0.321
Reg002090,Le Tour de Nesle (A. Dumas père),fr,detector_cue,0.162
Reg001128,En Tour til Armeen (H. P. Holst),nl,detector_cue,0.396
Reg003305,Touristen i Nordsjælland (Studenterforestilling 4.4.1868 i Casino),da,detector,0.894
Reg000610,Das Trauerspiel in Tirol (K. Immermann),de,detector,0.884
Reg003585,"l tre negozianti da ligne (4.3.1841, Teatro Carlino, Napoli)",it,detector,0.684
Reg000660,"De tre Policineller (Le tre pulcinelle) (7.1.1841, Teatro della Pace, Rom)",it,detector_cue,0.353
Reg002137,Les trois Catherines (Paul Duport),fr,detector_cue,0.465
Reg003393,Val och qval (P. Siraudin og Th. de Langeac),sv,detector_cue,0.169
Reg003440,Verbrechen aus Ehrsucht (A. W. Iffland),de,detector,0.994
Reg003443,Vermländingarne (Frederik August Dahlgren),sv,detector,0.811
Reg000836,Der verwünschene Prinz (A. Bäuerle),de,detector,0.959
Reg000933,Die verwünschte Prinzessin (Gustav Räder),de,detector,0.98
Reg003452,Viel Lärmen um nichts (Much Ado about Nothing) (W. Shakespeare),de,detector,0.681
Reg003467,Voilà la chose (Ernest Blum og Alex. Flan),fr,detector,0.845
Reg001037,Eine vornehme Ehe (Octave Feuillet),de,detector,0.977
Reg003475,"Voyage entre ciel et terre (Felix-Auguste Duvert, Augustin, Théodore Lauzanne de Vauroussel og Paul Duport)",fr,detector_cue,0.467
Reg000630,De Vrouwe van Waardenburg (Jacob van Lennep),nl,detector,0.976
Reg000631,De Vrouwenhoeden (efter det Franske af J. Both J. Jzn.),nl,detector,0.989
Reg002092,Le Wagon des dames (Clairville og O. Gastineau),fr,detector_cue,0.198
Reg000918,Die Waise aus Lowood (Charlotte Birch-Pfeiffer),de,detector_cue,0.265
Reg000934,Die weisse Pekésche (Karl Töpfer),de,detector,0.806
Reg003494,Wer iszt mit? (W. Friedrich efter Desaugiers),de,detector_cue,0.353
Reg003496,Werner oder Herz und Welt (Karl Gutzkow),de,detector_cue,0.566
Reg000823,Der Widerspenstigen Zähmung (Taming of the Shrew) (W. Shakespeare),de,detector,0.84
Reg000919,Die Wiener in Berlin (Karl von Holtei),de,detector_cue,0.474
Reg000920,Die Wiener in Paris (Karl von Holtei),de,detector_cue,0.302
Reg003703,Über allen Zauber Liebe (Calderón de la Barca),de,detector,0.784
Reg003530,Zopf und Schwert (Karl Gutzkow),de,detector,0.697
Reg000826,Der Zunftmeister von Nürnberg (Oskar Redwitz),de,detector,0.899
Reg000935,Die zwei Ärzte (Alexander Baumann),de,detector,0.946
Reg003702,Østergade og Vestergade (Th. Overskou),da,detector,0.663
Reg000870,Die Adoptivtochter (Karoline von Göhren Ͻ: Karoline von Zöllner),de,detector,0.794
Reg000333,"Berlin wie es ist und - trinkt, 1. Hefte: Eckensteher (Ad. Glassbrenner)",de,detector,0.813
Reg000336,"Berliner Eckensteher, 
se: Berlin wie es ist und - trinkt.",de,detector,0.89
Reg000355,Bilder aus dem Leben (Julie Burow),de,detector_cue,0.541
Reg003204,The Brownies and other tales (Juliana Horatia Ewing),en,detector_cue,0.417
Reg000414,"Brændehuggeren og hans Kone,
 se: Den nysgjerrige Kone",da,detector,0.848
Reg000588,Das Buch Le Grand (H. Heine),de,detector_cue,0.229
Reg000124,A Christmas Carol (Charles Dickens),en,detector_cue,0.358
Reg000538,Conanchet eller Grænsebeboerne (J. F. Cooper),da,detector,0.886
Reg003206,The Cricket on the Hearth (Charles Dickens)- Se ogsaa: Das Heimchen am Herde,de,detector_cue,0.265
Reg001714,Il Decamerone (Boccaccio),it,detector_cue,0.23
Reg000622,De Geers Ungdomsliv (Guldmageren) (C. Hauch),da,detector,0.691
Reg000667,Demokritos oder hinterlassene Papiere eines lachenden Philosophen (Carl Jul. Weber),de,detector,0.989
Reg002064,Le Diable boiteux (Le Sage),fr,detector,0.941
Reg001017,Efterladte Eventyr og Fortællinger (B.S. Ingemann),da,detector,0.998
Reg001022,Eid und Gewissen und die Felsenbraut (L. Kruse),de,detector,0.708
Reg001149,Engeln Guldgod m.fl. sagor och berättelser af Lilla Nannas Pappa (Oscar von Knorring),sv,detector,0.978
Reg001167,Enslingen på Johannisskäret (Emilie Flygare-Carlén),sv,detector,1.0
Reg001188,Erzählungen und Bilder aus dem Volksleben der Schweiz (Jeremias Gotthelf),de,detector,0.988
Reg000634,De faldende Blade (af: Romantiske Skildringer) (Thomas Lange),da,detector,0.692
Reg001291,Fire nye Fortællinger (B. S. Ingemann),da,detector,0.96
Reg000638,De fjerne Høje (Johanne Schjørring),da,detector,0.909
Reg001335,Fortælling om Haldor (C. Hauch),da,detector,0.795
Reg001336,Fortællinger af l. (Cornelia von Levetzow),da,detector,0.922
Reg001337,Fortællinger og Skitser af Klok (J. Krohn),da,detector,0.959
Reg001338,Fortællinger og Skitser. Paa Dansk ved Vilhelm Møller. I. (I. Turgenjev),da,detector,0.973
Reg001339,Fortællinger og Skizzer (Johanne Schjørring),da,detector,0.867
Reg001351,Fra et Hjørne af Kirkegaarden (Carl Bruun),da,detector,0.734
Reg001347,Fra Piazza del Popolo (Vilhelm Bergsøe),it,detector,0.8
Reg001414,Gamle Jomfru Trægaards Erindringer (Henriette Brandis),da,detector,0.871
Reg001441,Georg und die Störche. Ein Märchen der Ipsarioten,de,detector_cue,0.534
Reg003210,The Gingerbread Maiden (Laura Friswell),en,detector_cue,0.418
Reg001528,Hannchen und die Küchlein (Gottlob Eberhard),de,detector,0.888
Reg001534,Hans Stürzebecher und sein Sohn (K. G. Cramer),de,detector_cue,0.626
Reg001539,Hausschatz deutscher Prosa (Skolebog) (Bernhard Wolff),de,detector,0.686
Reg001580,Herr und Diener (L. Kruse),de,detector_cue,0.347
Reg001666,Hvorledes fanger man en Solstraale. En Julegave efter det Engelske (Matilda Anne Mackarness),da,detector,0.708
Reg001677,Hölty. Roman (Friedrich Voigts),sv,detector_cue,0.589
Reg001908,"Klein Zaches, genannt Zinnober (E. Th. A. Hoffmann)",de,detector,0.79
Reg001918,Knud Nielsen (af: »Livsbilleder af I«) (Cornelia von Levetzow),da,detector,0.858
Reg000789,Der Komet oder Nicolaus Marggraf (Jean Paul),de,detector_cue,0.251
Reg003215,The Last of the Barons (Edward Bulwer),en,detector_cue,0.254
Reg000894,Die Leiden des jungen Werthers (J. W. von Goethe),de,detector_cue,0.596
Reg002167,Livsbilleder af I (Cornelia v. Levetzow),da,detector,0.84
Reg000643,De lotgevallen van Klaasje Zevenster (Jakob van Lennep),nl,detector,0.975
Reg002336,Marmaduke Herbert or The Fatal Error (Lady Marguerite Blessington),en,detector_cue,0.27
Reg002373,Memoiren eines bleiernen Soldaten für Knaben von 8-10 Jahren (Amalie Winter),de,detector,0.928
Reg002467,"Naomi und Christian, oder: Der arme Geiger (Gustav Nieritz)",de,detector_cue,0.206
Reg002477,Nat og Morgen (Night and Morning) (Edward Bulwer),en,detector_cue,0.28
Reg000605,Das Novellenbuch (Eduard von Bülow),de,detector_cue,0.458
Reg000744,Den nysgjerrige Kone (Madame Leprince de Beaumont),da,detector,0.941
Reg002633,Otte nyere Forelæsninger (Erik Bøgh),da,detector,0.976
Reg001220,Et overflødigt Menneskes Dagbog (I. Turgenjev),da,detector,0.867
Reg002959,Sarons Rose (af »Tre Fortællinger«) (Sigurd Müller).,da,detector,0.881
Reg000607,Das Schatzkästlein des Gevattersmanns (B. Auerbach),de,detector,0.872
Reg000914,Die Serapionsbrüder (E. Th. A. Hoffmann),de,detector,0.992
Reg000650,De sidste Herrer af Gervansborg (B. S. Ingemann),da,detector,0.734
Reg003010,Sjöjungfruns sagor (W. Bäckman),sv,detector,0.997
Reg003100,Stedmoder og Steddatter (Athalia Schwartz),da,detector,0.714
Reg003124,Studie en uitspanning (J. J. D. Nepveu),nl,detector,0.698
Reg003137,Svalerne og Blodiglerne (De muschjes en de bloedzuigers) (Johannes Kneppelhout),nl,detector_cue,0.474
Reg000761,Den tavse Mand (af: Fortællinger og Skizzer) (Johanne Schjørring),da,detector,0.919
Reg003281,To Fortællinger af I (Cornelia von Levetzow),da,detector,0.917
Reg002135,Les Trois mousquetaires (A. Dumas père),fr,detector,0.886
Reg003353,"Tømmerpladsen, 
se: Erindringer fra min Onkels Huus.",da,detector,0.863
Reg000932,Die unsichtbare Loge (Jean Paul),de,detector,0.724
Reg003414,Ved Nytaarstid i Nøddebo Præstegaard (H. Scharling),da,detector,0.767
Reg003230,The Vicar of Wakefield (Oliver Goldsmith),en,detector_cue,0.428
Reg003455,Village Tales from the Black Forests (Berthold Auerbach)- Se ogsaa: Schwarzwälder Dorfgeschichten,de,detector,0.958
Reg003471,Voyage autour de ma chambre (Xavier de Maistre),fr,detector,0.829
Reg003478,Waldeinsamkeit (Carl Alexander af Sachsen-Weimar-Eisenach),de,detector,0.956
Reg003484,Wallensteins erste Liebe (Karl Herloszsohn),de,detector,0.697
Reg003515,Wundersame Liebesgeschichte der schönen Magelone und des Grafen Peter aus der Provence (L. Tieck),de,detector,0.88
Reg000161,Af mit Livs Aarbøger (Just Mathias Thiele),da,detector,0.791
Reg000195,"Allgemeines Theater-Lexikon, hrsg. von R. Blum, K. Herloszsohn und H. Markgraff",de,detector,0.887
Reg000197,Almindelig Verdenshistorie i Udtog (H. A. Kofod),da,detector,0.829
Reg000235,Anonymer og Pseudonymer i den danske Litteratur indtil 1860 (E. Collin),da,detector,0.694
Reg000236,Ansichten der Natur (Alexander von Humboldt),de,detector,0.723
Reg003200,The Ascent of Mont Blanc (Albert Smith),en,detector_cue,0.209
Reg000296,"Badestederne i Schweiz og Frankrig, der kunne træde istedet for de tydske (O. L. Bang)",da,detector,0.91
Reg000346,"Beskrifning öfver the i Öster-Götland befintlige städer, slott, soknekyrkor, soknar . . . (C. F. Broocman)",sv,detector,0.907
Reg001023,Ein Besuch bei dem Dichter H. C. Andersen (Illustrirte Zeitung 14.12.1872) (P. F. Siebold),de,detector,0.92
Reg000350,Bidrag til den danske Boghandels Historie (Camillus Nyrop),da,detector,0.72
Reg000352,Bigarrures Iittéraires (J. Petit-Senn),fr,detector,0.999
Reg000386,Bref och dagboksanteckningar (Adolf Törneros),sv,detector,0.954
Reg000394,Breve fra og til Hans Christian Ørsted. Udgivne af Mathilde Ørsted,da,detector,0.659
Reg000395,Briefe eines Verstorbenen (Fyrst Hermann Pückler-Muskau),de,detector,0.879
Reg000396,Briefe gegen den Malerialismus (Fr. Fabri),de,detector,0.687
Reg002114,Les Catholiques et les libertés (P. de Haulleville),fr,detector,0.899
Reg000498,"Christiane Oehlenschlæger, født Heger (Historisk Archiv 1871 II) (Nicolaj Bøgh)",da,detector,0.795
Reg000499,Christiern den anden i Sverige og Carl X Gustav i Danmark. Historiske Foredrag holdte i det skandinaviske Selskab (Fr. Hammerich),da,detector,0.853
Reg003205,"The City of the Sultan, and Domestic Manners of the Turks (Julia Pardoe)",en,detector_cue,0.636
Reg000540,Constantinopel und seine Umgebung,de,detector_cue,0.564
Reg000541,Conversations-Lexikon. Allgemeine deutsche Real-Encyklopädie. 12. Ausg. 1874,de,detector,0.949
Reg000546,Correspondance et mémoires d’un voyageur en Orient (Eugène Boré),fr,detector,0.946
Reg000572,"Danmarks Frøer og Tudser, Iagttagelser og kritiske Bemærkninger (Naturhist. Tidsskr. 3. Rk. VI, 1869) (Jonas Collin d. Y.)",da,detector,0.993
Reg000579,"Danske Boghandels Historie, 
se: Bidrag til den danske Boghandels Historie",da,detector,0.723
Reg000586,"Danske, især kjøbenhavnske Stemninger og Tilstande ved og efter Overgangen til det 19. Aarhundrede. Udg. ved F. Schiern (E. C. Werlauff)",da,detector,0.94
Reg000633,"De danske Øer. Illustreret Reisehaandbog, udg. af Foreningen Fremtiden (P. V. Grove)",da,detector,0.797
Reg000768,"Denkwürdigkeiten aus Griechenland (Fr. Müller, udg. af P. O. Brøndsted)",de,detector,0.999
Reg000876,Die Donau vom Ursprunge bis zu den Mündungen (Adalbert Müller),de,detector,0.95
Reg000985,Drei Reisen nach Italien (Karl von Rumohr),de,detector,0.65
Reg000924,"Die dänische Poesie der Gegenwart (Die Grenzboten, 1844) (Eduard Boas)",de,detector,0.987
Reg000925,Die eherne Schlange,de,detector_cue,0.599
Reg001039,"Einige Pagte über Pferdezucht, in besonderer Beziehung auf Haupt- und Landgestüte (Hertug Christian August af Augustenborg)",de,detector,0.999
Reg001165,"Englische Geschichte, vornehmlich im 17. Jahrhundert (Leopold von Ranke)",de,detector,0.998
Reg001172,"Er den Fortolkning af Profeten Daniels Spaadomme (Cap. 2 og 7) for hvis Rigtighed Undertegnede formener her atter at have fremsat en Mængde af mere eller mindre stærke Grunde, virkelig den rette, da ere samme Spaadomme af høieste Vigtighed, dels fordi de da ei alene ere nogle af de stærkeste Beviser for den aabenbarede Religions Sandhed, og dels fordi de meddele en Underretning om alle vore europæiske Staters endelige fredelige og verdslige Forening til en stedseværende Universalstat (Hans Bjerregaard)",da,detector,1.0
Reg001189,Esaias Tegnérs lefnad (C. W. Böttiger),sv,detector,0.741
Reg001192,Essai sur l’histoire de la Litterature Néerlandaise (J. van’s Gravenweert),fr,detector,0.935
Reg001249,Familjeanekdoter och minnen från barndommen (Edvard Fredrik von Saltza),sv,detector,0.674
Reg001276,Femmes-poétes (Henri Blanvalet),fr,detector,0.926
Reg001329,Forsøg til en almindelig Naturhistorie (Esaias Fleischer),da,detector,0.908
Reg001025,Ein Freund und Mitarbeiter Wolfgang Amadeus Mozart’s. Denkwürdigkeiten des Lorenzo da Ponte von Ceneda,de,detector,0.996
Reg001024,"Ein Freund Mozarts, 
se: Ein Freund und Mitarbeiter W. A. Mozart's",de,detector,0.919
Reg001395,Fru Gyllembourg og hendes Værker i Forhold til vor Tid (Benedicte Arnesen Kall),da,detector,0.799
Reg001436,Gelehrtes München im Jahre 1834 (Adolf von Schaden),de,detector,0.939
Reg001446,Geschichte des dänischen Hofes (Eduard Maria Oettinger),de,detector,0.987
Reg003546,"[Grev E. F. von Saltzas Levned, Biographisk Lexicon XIII, 1847, S. 290-98].",la,detector,0.672
Reg001470,"Goethe und Werther. Briefe Goethes (an Joh. Christian Kestner, Lotte und Hans Buff) meistens aus seiner Jugendzeit, mit erläuternden Dokumenten. Hrsg. v. Aug. Kestner (1854)",de,detector,1.0
Reg001518,Haandbog i Fædrelandets Historie (C. F. Allen),da,detector,0.697
Reg001527,Handbok för Resande i Sverige (Abraham Bohlin),sv,detector,0.772
Reg001547,Heinrich Heine über Ludwig Börne (H. Heine),de,detector,0.776
Reg001597,Histoire de Jane Gray (J. M. Dargaud),fr,detector_cue,0.496
Reg001599,Histoire des Girondins (Alphonse de Lamartine),fr,detector,0.848
Reg001598,Histoire de la littérature en Danemark et en Suède (Xavier Marinier),fr,detector,0.975
Reg001606,Historiske Beskrivelser over den Mærkværdige og meget fyrgterlige store Ildebrand 1728 (C. F. Reiser),da,detector,0.962
Reg001650,Hundert und ein Tag auf meinem Pferde und ein Ausflug nach der Insel Maddalene (Eipis Melena Ͻ: Marie Esperance Schwartz),de,detector,0.948
Reg001759,"Italien (Aug. Lewald), 
se: Prakt. Reisehandbuch nach und durch Italien",de,detector,0.918
Reg003588,ltalienische Reise (J. W. von Goethe),de,detector,0.874
Reg000642,De jeugd van beroemde mannen (Agatha Ͻ: Reinoudina de Goeje),nl,detector,0.979
Reg001828,Journey to Angora (William AinsPagth),en,detector_cue,0.401
Reg000729,"Den kongelige danske Skuepladses Historie, fra dens Overdragelse til Staten i 1849 indtil 1874. Første Deel (Th. Overskou)",da,detector,0.954
Reg000597,Das Leben Jesu (Karl August Hase),de,detector_cue,0.395
Reg000792,Der Lehrerberuf in seinen Antinomien (Carl Theodor Schumacher),de,detector,0.841
Reg002140,Letters from the Shores of the Baltic (Elizabeth Rigby),en,detector_cue,0.52
Reg002141,Lettres açoréennes (Henri Drouet),fr,detector,0.937
Reg002151,Life of Columbus (Washington Irving),en,detector_cue,0.347
Reg002193,"Ludwig Holberg, sein Leben und seine Schriften (Robert Prutz)",de,detector,0.799
Reg002222,Lübische Geschichten und Sagen (Ernst Deecke),de,detector,0.882
Reg002372,Memoir of Col. Chas. S. Todd (G. W. Griffin),en,detector_cue,0.297
Reg002095,Le mie prigioni (Silvio Pellico),it,detector_cue,0.577
Reg002409,Minnen från 1849 års danska Fälttåg under General Rye (Oscar von Knorring),sv,detector,1.0
Reg002418,Mit Theaterliv II (1865). (A. Bournonville),de,detector_cue,0.278
Reg002424,Moeurs et coutumes de l'Algérie (E. Daumas),fr,detector,0.96
Reg001704,I monumenti dell' Egitto e della Nubia (Ippolito Rosellini),it,detector,0.711
Reg002431,Morgenland und Abendland vom Verfasser der Cartons [Ͻ: K. von Hailbronner]),de,detector,0.892
Reg002519,Nogle Bemærkninger med Hensyn til Digteren H. C. Andersens Poesie (C. Hauch),da,detector,0.936
Reg002521,Nogle Træk af Livet i Kjøbenhavn for en Menneskealder siden (J. Plenge),da,detector,0.935
Reg001588,Het Noorden en het Oosten (J. van's Gravenweert),nl,detector,0.724
Reg002589,Odense og nærmeste Omegn i Billeder og med historisk beskrivende Text (J. Lauritzen),da,detector,0.865
Reg002605,"Om Hesteavl og Væddeløb (Stephan Széchenyi, oversat af Edv. Collin)",da,detector,0.913
Reg002610,One Year in Sweden (Horace Marryat),en,detector_cue,0.264
Reg002619,"Optegnelser af danske, især kjøbenhavnske Tilstande (E. C. Werlauff), 
Se: Danske, især Kjøbenhavnske Tilstande",da,detector,0.898
Reg003550,"[Orglerne i Le Locle] (Jules F. W. Jürgensen). Ifølge Oplysninger af Fritz Jung, Le Locle, drejer det sig om en Pjece paa 32 Sider, oplæst 16.11.1859 ved Indvielsen af Orglet i den reformerte Kirke (Temple français) i Le Locle.",da,detector,1.0
Reg001223,"Ett par blad ifrån Rhenstranden, eller Marienberg ocb Kaiserwerth (Fredrika Bremer)",sv,detector_cue,0.59
Reg000606,Das Passions-Schauspiel im Dorfe Oberammergau in Oberbayern und seine Bedeutung für die neue Zeit (Ed. Devrient),de,detector,0.997
Reg002702,Poeten der Jetztzeit in Briefen an eine Frau (Johannes Scherr),de,detector,0.98
Reg002721,Portugal. Erinnerungen aus dem Jahre 1842 (Felix von Lichnowsky),de,detector,0.857
Reg002723,Postscriptum til Skriftet »Udvalg af Breve fra Mænd og Qvinder« (P. Hjort),da,detector,0.68
Reg002727,Prakt. Reisehandbuch nach und durch Italien (August Lewald),de,detector,0.929
Reg002783,"Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllentorf-Urbair (1867)",de,detector,0.992
Reg002784,Reise durch Skandinavien (Skiz:ten aus dem Norden) (Th. Mügge),de,detector,0.772
Reg002788,Reise in das Morgenland in den Jahren 1836 und 1837 (Gotthilf Heinrich von Schubert),de,detector,0.857
Reg002789,"Reise in der Orient, 
se: Reise in das Morgenland",de,detector_cue,0.607
Reg000906,Die Reise um die Welt. Karlsruhe 1860-61,de,detector,0.829
Reg000748,Den romantiske Skole i Tydskland (Hovedstrømninger II). (G. Brandes),da,detector,0.736
Reg002972,"Schweitz (Fredrika Bremer), 
se: Lifvet i gamla verlden I",sv,detector,0.724
Reg000912,Die Schweiz nebst den angrenzenden Theilen (K. Baedeker),de,detector,0.952
Reg003073,Spanierne i Danmark (Historiske Studier l) (Fr. Schiern),da,detector,0.663
Reg003076,Spanske Tilstande i Fortid og Nutid (L. Lund),da,detector,0.713
Reg003097,Statistisk-topographisk Beskrivelse af Kongeriget Danmark (J. P. Trap) 1. Udgave (1858-60),da,detector,0.741
Reg003098,Statistisk-topographisk Beskrivelse af Kongeriget Danmark (J. P. Trap) 2. Udgave. 3. Deel (1872),da,detector,0.747
Reg003126,Studies in Litetature (G. W. Griffin),en,detector_cue,0.168
Reg003133,Supplement-Tafeln zu Joh. Hübners genealogischen Tabellen (Dronning Marie Sophie Frederikke),de,detector_cue,0.641
Reg003134,Sur terre et sur mer (Henri Drouet),fr,detector_cue,0.22
Reg003240,"Thorvaldsen, sa vie et son oeuvre (Eugéne Plon)- Engelsk Oversættelse : Thorvaldsen, his life and works, transl. by Mrs. C. Hoey",da,detector,0.686
Reg003250,"Til Belysning af Holbergs og Heibergs Forbilleder (Det 19. Aarhundrede, 2det Hefte 1874) (Edvard Brandes)",da,detector,0.752
Reg003268,Tilbageblik paa mit Liv og min Forfattervirksomhed fra 1811-37 (B. S. Ingemann),da,detector,0.911
Reg002091,Le Tour de monde (1863),fr,detector_cue,0.312
Reg003309,"Travels in North America, with Geological Observations (Charles Lyell)",en,detector,0.851
Reg000857,Det tredie slesvigske Felttog (Fr. Hammerich),da,detector,0.845
Reg003318,Trende Epistler til *** i Oversættelse fra 1745. Ved I. Levin (L. Holberg),da,detector,0.837
Reg003330,Træk af Thorvaldsens Konstner- og Omgangsliv (C. F. Wilckens),da,detector,0.703
Reg003364,Udvalg af Breve fra Mænd og Qvinder skrevne gjennem en lang Række År til P. Hjort og nu udgivne med biografiske og literærhistoriske Anmærkninger af Modtageren,da,detector,1.0
Reg003412,Ved Henrik Hertz's Jordefærd i Frue Kirke d. 4. Marts 1870 (N. G. Blædel),da,detector,0.803
Reg003449,"Versuch eines Beweises, dass die Wettrennen nothwendig sind (Hertug Christian August af Augustenborg)",de,detector,0.981
Reg003472,Voyage aux régions équinoxiales du nouveau continent (Alexander von Humboldt),fr,detector,0.92
Reg003473,Voyage en Danemark (J. M. Dargaud),fr,detector_cue,0.215
Reg003474,Voyage en Orient (A. de Lamartine),fr,detector_cue,0.358
Reg003487,"Wanderungen im Orient, während der Jahre 1843-44 (Karl Koch)",de,detector,0.946
Reg003492,Weltgeschichte für Kinder und Kinderlehrer (K. F. Becker),de,detector,0.986
Reg003506,Wilhelmshöhe og Chislehurst. En Dansks Erindringer om Napoleon III og hans Omgivelser (Nær og Fjern 1874) (Toujours fidèle Ͻ: L. Frost),da,detector,0.837
Reg001032,Ein Winter in Spanien (F. W. Hackländer),de,detector_cue,0.355
Reg001036,Eine Woche in Nürnberg. Ein Wegweiser für Fremde (Karl Mainberger),de,detector,0.94
Reg003514,"Wundermappe der Donau. Nach Original-Zeichnungen, grossentheils von Thomas Ender, in Stahl gestochen",de,detector,0.993
Reg000868,Die 2. Entdeckungs-Reise des Capitain John Ross nach den Gegenden des Nordpols und sein Aufenthalt daselbst während der Jahre 1829-33. Aus den Englischen von G. W. Becker und J. Sporschil,de,detector,1.0
Reg000222,Amsterdam. Chr. E. van Eeghens Samling,nl,detector_cue,0.636
Reg001293,Firenze. Aceademia delle helle arti - Galleria Pitti,it,detector,0.673
Reg001294,Firenze. Aceademia delle helle arti - Galleria degli Uffizi.,it,detector,0.848
Reg002279,Madrid. Exposición nacional de bellas artes 1862,es,detector,0.967
Reg002280,Madrid. Exposición nacional de bellas artes 1862- Prado-Museet,es,detector,0.919
Reg002452,München. Glyptoteket,de,detector,0.974
Reg002454,München. Glyptoteket- Köngl. Bildergallerie (Alte Pinakothek),de,detector,1.0
Reg002455,München. Glyptoteket- Neue Pinakothek,de,detector_cue,0.563
Reg002832,Rom. Capitol-Museet- Palazzo Rospigliosi,it,detector,0.662
Reg002833,Rom. Capitol-Museet- Palazzo Sciarra-Colonna,it,detector,0.657
Reg000139,"Abel dræbt af Kain (Leonello Spada, M. borbonico, Napoli)",da,detector,0.66
Reg001962,"L' Adorazione al Bambino (Francesco Francia, Bologna)",it,detector,0.951
Reg002869,"S. Agnese opvækker Licinius (Tintoretto, Madonna dell'Orto, Venezia)",da,detector,0.933
Reg000249,"Apollo in aria, suonando la cetra (Annibale Carracci, M. borbonico, Napoli)",it,detector_cue,0.434
Reg001971,"La Belle jardinière (Rafael (Kopi), Fesch, Rom)",fr,detector_cue,0.269
Reg000347,"Bespisningen i Ørkenen (Murillo, Caridad, Sevilla)",da,detector,0.663
Reg000359,Billede fra Grønland. De Indfødte dandse Fangedandsen. (Carl Rasmussen),da,detector,0.859
Reg000688,"Den blinde Belisar, der bærer sin saarede Ledsager (F.-P. Gérard, Leuchtenberg, München)",da,detector,0.712
Reg000368,"Blomsterstykke med en Tulipan og en Valmue (Jan van Huysum, Fesch, Rom)",da,detector,0.739
Reg000422,Bøflerne og Fiskeren (Léopold Robert),da,detector,0.807
Reg000489,Christian II i Sønderborg Fængsel (Carl Bloch),da,detector,0.872
Reg000490,"Christian IV (Karel van Mander III, Berlin), 
se: Christian, udvalgt Prins af Danmark",da,detector,0.742
Reg000497,"Christian, udvalgt Prins af Danmark (Karel van Mander III, Berlin)",da,detector,0.739
Reg000514,"Christus siddende paa Regnbuen, omgivet af Engle (Correggio, Vatikanet, Rom)",da,detector,0.748
Reg000522,"Christus, som bryder Brødet (F. L. Storch)",da,detector,0.677
Reg000517,"Christus tornekronet, bespottes i Ypperstepræstens Forgaard (Teniers d. Y., Fesch, Rom)",da,detector,0.87
Reg002012,"La defensa de Zaragoza (M. Navarro Cuñizares, Exposición nacional 1862, Madrid)",es,detector,0.74
Reg002066,Le Départ des pêcheurs de l'Adriatique (Léopold Robert),fr,detector,0.972
Reg000956,"Dogen Marino Grimani modtager Gaver af de persiske Gesandter (G. Caliari, Doge-Paladset, Venezia)",da,detector,0.802
Reg001009,"Dyrestykke (Bondepige med fire Køer) (Paulus Potter, Vatikanet, Rom)",da,detector,0.774
Reg001169,Episode af Træfningen ved Sankelmark (Niels Simonsen),da,detector,0.809
Reg001248,"Familiestykke. Enken efter den spanske Gesandt i Venezia anbefaler sin Søn til Felipe II (P. Veronese, Leuchtenberg, München)",da,detector,0.671
